Employee ID,Period_Start,Period_End,Phase_Lifting,Phase_Moving,Phase_Placing,Velocity_avg,Velocity_abs,Fatigue or not
2,190,199,0,1,0,-206.3196,206.3196,0
1,191,200,0,1,0,-193.9494,193.9494,0
2,191,200,0,1,0,-187.1259,187.1259,0
1,192,201,0,1,0,-195.9744,195.9744,0
2,192,201,0,1,0,-185.6868,185.6868,0
1,193,202,0,1,0,-193.059,193.059,0
2,193,202,0,1,0,-192.8361,192.8361,0
1,194,203,0,1,0,-196.2039,196.2039,0
2,194,203,0,1,0,-197.0844,197.0844,0
1,195,204,0,1,0,-180.8094,180.8094,0
2,195,204,0,1,0,-180.1515,180.1515,0
1,196,205,0,1,0,-167.3274,167.3274,0
2,196,205,0,1,0,-159.3909,159.3909,0
1,197,206,0,1,0,-160.2699,160.2699,0
2,197,206,0,1,0,-141.033,141.033,0
1,198,207,0,1,0,-152.2752,152.2752,0
2,198,207,0,1,0,-137.079,137.079,0
1,199,208,0,1,0,-139.0197,139.0197,0
2,199,208,0,1,0,-166.09902,166.09902,0
1,200,209,0,1,0,-158.8062,158.8062,0
2,200,209,0,1,0,-207.1206,207.1206,0
1,201,210,0,1,0,-1856.42208,1856.42208,0
2,201,210,0,1,0,1462.7118,1462.7118,0
1,202,211,0,1,0,-1886.87961,1886.87961,0
2,202,211,0,1,0,1464.1044,1464.1044,0
1,203,212,0,1,0,-1899.2025,1899.2025,0
2,203,212,0,1,0,1472.8005,1472.8005,0
1,204,213,0,1,0,-1935.996,1935.996,0
2,204,213,0,1,0,1461.5709,1461.5709,0
1,205,214,0,1,0,-1957.18314,1957.18314,0
2,205,214,0,1,0,1463.1762,1463.1762,0
1,206,215,0,1,0,-1959.0837,1959.0837,0
2,206,215,0,1,0,1452.1326,1452.1326,0
1,207,216,0,1,0,-1951.03452,1951.03452,0
2,207,216,0,1,0,1460.415,1460.415,0
1,208,217,0,1,0,-1951.6248,1951.6248,0
2,208,217,0,1,0,1503.41802,1503.41802,0
1,209,218,0,1,0,-155.1987,155.1987,0
2,209,218,0,1,0,-266.4753,266.4753,0
1,210,219,0,1,0,1547.87928,1547.87928,0
2,210,219,0,1,0,-1950.60882,1950.60882,0
