Employee ID,Period_Start,Period_End,Phase_Lifting,Phase_Moving,Phase_Placing,Velocity_avg,Velocity_abs,Fatigue or not
1,209,218,0,1,0,18.0768,18.0768,1
2,209,218,0,1,0,52.9572,52.9572,1
1,210,219,0,1,0,17.6706,17.6706,1
2,210,219,0,1,0,65.4933,65.4933,1
1,211,220,0,1,0,18.2442,18.2442,1
2,211,220,0,1,0,64.4679,64.4679,1
1,212,221,0,1,0,9.2685,9.2685,1
2,212,221,0,1,0,63.177,63.177,1
1,213,222,0,1,0,0.1983,0.1983,1
2,213,222,0,1,0,58.902,58.902,1
1,214,223,0,1,0,-6.5073,6.5073,1
2,214,223,0,1,0,69.4473,69.4473,1
1,215,224,0,1,0,-7.7247,7.7247,1
2,215,224,0,1,0,66.2766,66.2766,1
1,216,225,0,1,0,-4.0638,4.0638,1
2,216,225,0,1,0,62.9856,62.9856,1
1,217,226,0,1,0,-5.2785,5.2785,1
2,217,226,0,1,0,53.1735,53.1735,1
1,218,227,0,1,0,-6.6753,6.6753,1
2,218,227,0,1,0,57.9582,57.9582,1
1,219,228,0,1,0,-0.6453,0.6453,1
2,219,228,0,1,0,48.012,48.012,1
1,220,229,0,1,0,-0.4206,0.4206,1
2,220,229,0,1,0,56.5344,56.5344,1
1,221,230,0,1,0,4.8975,4.8975,1
2,221,230,0,1,0,59.0784,59.0784,1
1,222,231,0,1,0,6.3573,6.3573,1
2,222,231,0,1,0,72.0315,72.0315,1
1,223,232,0,1,0,1.3833,1.3833,1
2,223,232,0,1,0,51.432,51.432,1
1,224,233,0,1,0,-3.09,3.09,1
2,224,233,0,1,0,33.1449,33.1449,1
1,225,234,0,1,0,-16.4016,16.4016,1
2,225,234,0,1,0,25.8336,25.8336,1
1,226,235,0,1,0,-18.4128,18.4128,1
2,226,235,0,1,0,-8.8935,8.8935,1
1,227,236,0,1,0,-26.4756,26.4756,1
2,227,236,0,1,0,-42.6714,42.6714,1
1,228,237,0,1,0,-32.2326,32.2326,1
2,228,237,0,1,0,-62.0949,62.0949,1
1,229,238,0,1,0,-41.3847,41.3847,1
2,229,238,0,1,0,-76.3476,76.3476,1
1,230,239,0,1,0,-49.5969,49.5969,1
2,230,239,0,1,0,-113.6595,113.6595,1
1,231,240,0,1,0,-54.0168,54.0168,1
2,231,240,0,1,0,-139.0605,139.0605,1
1,232,241,0,1,0,-62.0919,62.0919,1
2,232,241,0,1,0,-149.4072,149.4072,1
1,233,242,0,1,0,-67.7175,67.7175,1
2,233,242,0,1,0,-166.2147,166.2147,1
1,234,243,0,1,0,-73.6377,73.6377,1
2,234,243,0,1,0,-176.8338,176.8338,1
1,235,244,0,1,0,-89.5257,89.5257,1
2,235,244,0,1,0,-196.989,196.989,1
1,236,245,0,1,0,-90.2046,90.2046,1
2,236,245,0,1,0,-204.396,204.396,1
1,237,246,0,1,0,-103.6614,103.6614,1
2,237,246,0,1,0,-206.4459,206.4459,1
1,238,247,0,1,0,-109.3803,109.3803,1
2,238,247,0,1,0,-221.0118,221.0118,1
1,239,248,0,1,0,-120.5997,120.5997,1
2,239,248,0,1,0,-215.3124,215.3124,1
1,240,249,0,1,0,-143.9913,143.9913,1
2,240,249,0,1,0,-233.4486,233.4486,1
1,241,250,0,1,0,-164.0481,164.0481,1
2,241,250,0,1,0,-240.5769,240.5769,1
1,242,251,0,1,0,-170.2119,170.2119,1
2,242,251,0,1,0,-251.103,251.103,1
1,243,252,0,1,0,-164.478,164.478,1
2,243,252,0,1,0,-270.6585,270.6585,1
1,244,253,0,1,0,-163.1553,163.1553,1
2,244,253,0,1,0,-241.0911,241.0911,1
1,245,254,0,1,0,-168.9324,168.9324,1
2,245,254,0,1,0,-242.8698,242.8698,1
1,246,255,0,1,0,-178.8954,178.8954,1
2,246,255,0,1,0,-248.5296,248.5296,1
1,247,256,0,1,0,-181.2033,181.2033,1
2,247,256,0,1,0,-239.526,239.526,1
1,248,257,0,1,0,-181.1643,181.1643,1
2,248,257,0,1,0,-235.7853,235.7853,1
1,249,258,0,1,0,-166.2156,166.2156,1
2,249,258,0,1,0,-203.907,203.907,1
1,250,259,0,1,0,-149.2602,149.2602,1
2,250,259,0,1,0,-205.8417,205.8417,1
1,251,260,0,1,0,-149.5395,149.5395,1
2,251,260,0,1,0,-177.615,177.615,1
1,252,261,0,1,0,-163.143,163.143,1
2,252,261,0,1,0,-168.9258,168.9258,1
1,253,262,0,1,0,-157.8318,157.8318,1
2,253,262,0,1,0,-168.0918,168.0918,1
1,254,263,0,1,0,-152.7111,152.7111,1
2,254,263,0,1,0,-158.5176,158.5176,1
1,255,264,0,1,0,-142.9947,142.9947,1
2,255,264,0,1,0,-141.6957,141.6957,1
1,256,265,0,1,0,-139.4496,139.4496,1
2,256,265,0,1,0,-138.9474,138.9474,1
1,257,266,0,1,0,-136.8924,136.8924,1
2,257,266,0,1,0,-126.0165,126.0165,1
1,258,267,0,1,0,-151.5888,151.5888,1
2,258,267,0,1,0,-128.0253,128.0253,1
1,259,268,0,1,0,-142.698,142.698,1
2,259,268,0,1,0,-113.1231,113.1231,1
1,260,269,0,1,0,-133.9776,133.9776,1
2,260,269,0,1,0,-103.4148,103.4148,1
1,261,270,0,1,0,-116.6964,116.6964,1
2,261,270,0,1,0,-75.9501,75.9501,1
1,262,271,0,1,0,-110.8683,110.8683,1
2,262,271,0,1,0,-81.255,81.255,1
1,263,272,0,1,0,-108.2283,108.2283,1
2,263,272,0,1,0,-76.9659,76.9659,1
1,264,273,0,1,0,-89.5371,89.5371,1
2,264,273,0,1,0,-69.9363,69.9363,1
1,265,274,0,1,0,-91.506,91.506,1
2,265,274,0,1,0,-73.0905,73.0905,1
1,266,275,0,1,0,-76.8111,76.8111,1
2,266,275,0,1,0,-71.1267,71.1267,1
1,267,276,0,1,0,-66.2919,66.2919,1
2,267,276,0,1,0,-61.8486,61.8486,1
1,268,277,0,1,0,-64.9392,64.9392,1
2,268,277,0,1,0,-51.9381,51.9381,1
1,269,278,0,1,0,-64.2393,64.2393,1
2,269,278,0,1,0,-49.7709,49.7709,1
1,270,279,0,1,0,-72.5379,72.5379,1
2,270,279,0,1,0,-47.5713,47.5713,1
1,271,280,0,1,0,-73.9683,73.9683,1
2,271,280,0,1,0,-32.1843,32.1843,1
1,272,281,0,1,0,-73.3647,73.3647,1
2,272,281,0,1,0,-13.4214,13.4214,1
1,273,282,0,1,0,-74.616,74.616,1
2,273,282,0,1,0,-20.1063,20.1063,1
1,274,283,0,1,0,-65.9454,65.9454,1
2,274,283,0,1,0,-15.1272,15.1272,1
1,275,284,0,1,0,-68.0457,68.0457,1
2,275,284,0,1,0,-13.908,13.908,1
1,276,285,0,1,0,-56.136,56.136,1
2,276,285,0,1,0,-18.927,18.927,1
1,277,286,0,1,0,-59.3052,59.3052,1
2,277,286,0,1,0,-2.7753,2.7753,1
1,278,287,0,1,0,-55.2627,55.2627,1
2,278,287,0,1,0,-2.5917,2.5917,1
1,279,288,0,1,0,-32.1174,32.1174,1
2,279,288,0,1,0,-25.0065,25.0065,1
1,280,289,0,1,0,-29.1798,29.1798,1
