Employee ID,Frame,Box x,Box y,Box width,Box height,Width-to-height ratio,right_shoulder&right_elbow - RIGHT_ELBOW - right_elbow&right_wrist,right_shoulder&right_elbow - RIGHT_SHOULDER - right_shoulder&left_shoulder,right_shoulder&right_elbow - RIGHT_SHOULDER - right_shoulder&right_hip,left_shoulder&left_elbow - LEFT_ELBOW - left_elbow&left_wrist,left_shoulder&left_elbow - LEFT_SHOULDER - right_shoulder&left_shoulder,left_shoulder&left_elbow - LEFT_SHOULDER - left_shoulder&left_hip,right_hip&right_knee - RIGHT_KNEE - right_knee&right_ankle,right_hip&right_knee - RIGHT_HIP - right_hip&left_hip,right_hip&right_knee - RIGHT_HIP - right_shoulder&right_hip,left_hip&left_knee - LEFT_KNEE - left_knee&left_ankle,left_hip&left_knee - LEFT_HIP - right_hip&left_hip,left_hip&left_knee - LEFT_HIP - left_shoulder&left_hip,right_shoulder&left_shoulder - RIGHT_SHOULDER - right_shoulder&right_hip,right_shoulder&left_shoulder - LEFT_SHOULDER - left_shoulder&left_hip,right_hip&left_hip - RIGHT_HIP - right_shoulder&right_hip,right_hip&left_hip - LEFT_HIP - left_shoulder&left_hip,Fatigue or not
2,46,1164.5,398.0,131.0,174.0,0.75287354,168.0,82.6,58.9,149.3,115.4,33.6,159.1,89.4,116.4,169.1,91.4,124.5,23.7,149.1,154.2,33.1,1
1,47,1031.0,465.5,214.0,223.0,0.9596413,177.6,124.3,71.8,140.8,91.8,22.4,80.2,176.2,50.7,74.4,9.9,70.1,52.6,114.2,133.1,60.1,1
1,48,1031.0,467.0,220.0,222.0,0.990991,173.2,129.1,78.3,149.6,75.4,41.8,66.1,170.5,36.0,58.8,8.6,48.7,50.9,117.2,134.6,57.3,1
2,48,1163.0,397.0,132.0,176.0,0.75,159.1,89.2,57.9,151.8,111.3,14.6,154.6,96.4,114.8,177.3,100.7,154.7,31.3,125.9,148.8,54.0,1
1,49,1025.0,470.5,230.0,213.0,1.0798122,178.0,127.2,77.6,129.6,107.9,8.6,60.3,166.8,31.0,53.2,12.9,45.2,49.7,116.5,135.8,58.1,1
1,50,1021.5,467.0,235.0,220.0,1.0681819,173.3,127.8,79.7,132.2,125.3,9.7,60.2,171.4,34.5,55.4,7.4,52.0,48.0,115.6,137.0,59.4,1
2,50,1163.0,394.5,132.0,175.0,0.7542857,161.8,92.5,57.3,153.4,108.1,7.3,161.6,97.5,117.0,176.2,103.9,167.9,35.2,115.4,145.4,64.0,1
1,51,1025.5,469.5,227.0,217.0,1.046083,177.0,129.6,79.8,126.7,124.8,12.0,61.4,171.6,37.0,56.7,7.4,55.4,49.8,112.8,134.5,62.8,1
2,51,1164.0,394.0,132.0,176.0,0.75,155.9,91.3,49.0,152.8,109.1,0.8,161.0,98.2,123.7,171.1,107.6,178.8,42.3,108.3,138.1,71.2,1
1,52,1023.0,465.0,242.0,224.0,1.0803572,173.3,127.1,82.2,137.6,125.1,3.0,71.1,175.0,34.5,66.9,3.6,48.8,44.9,122.2,140.5,52.4,1
1,53,1020.0,468.0,244.0,220.0,1.1090909,174.2,122.5,75.8,130.5,139.1,22.5,61.0,165.4,30.1,56.2,15.2,46.2,46.7,116.6,135.3,61.4,1
2,53,1058.5,445.5,315.0,267.0,1.1797752,176.7,127.2,66.4,158.2,78.5,35.1,75.4,176.3,52.2,74.1,9.6,63.6,60.9,113.6,131.5,54.0,1
1,54,1021.5,471.0,231.0,214.0,1.0794393,176.6,132.9,81.7,127.6,132.6,23.5,64.8,173.9,41.3,61.2,4.7,62.4,51.2,109.1,132.6,67.1,1
2,54,1162.5,391.0,135.0,182.0,0.7417582,146.4,94.6,30.0,146.4,107.9,20.8,132.0,127.7,116.0,162.9,112.7,155.3,64.7,87.0,116.3,92.0,1
1,55,1021.0,468.5,232.0,219.0,1.0593607,178.9,132.8,81.1,129.8,130.4,20.5,66.7,173.1,40.8,62.8,5.3,60.7,51.8,109.9,132.3,66.1,1
2,55,1163.5,391.5,131.0,183.0,0.715847,151.2,91.3,39.6,152.6,108.0,5.3,140.6,112.7,118.7,179.0,105.6,177.4,51.7,102.7,128.6,77.1,1
1,56,1021.0,467.5,232.0,221.0,1.0497738,179.7,137.0,80.6,136.7,132.5,25.7,67.3,168.8,41.3,63.0,10.3,59.0,56.4,106.8,127.5,69.3,1
