Employee ID,Frame,Box x,Box y,Box width,Box height,Width-to-height ratio,right_shoulder&right_elbow - RIGHT_ELBOW - right_elbow&right_wrist,right_shoulder&right_elbow - RIGHT_SHOULDER - right_shoulder&left_shoulder,right_shoulder&right_elbow - RIGHT_SHOULDER - right_shoulder&right_hip,left_shoulder&left_elbow - LEFT_ELBOW - left_elbow&left_wrist,left_shoulder&left_elbow - LEFT_SHOULDER - right_shoulder&left_shoulder,left_shoulder&left_elbow - LEFT_SHOULDER - left_shoulder&left_hip,right_hip&right_knee - RIGHT_KNEE - right_knee&right_ankle,right_hip&right_knee - RIGHT_HIP - right_hip&left_hip,right_hip&right_knee - RIGHT_HIP - right_shoulder&right_hip,left_hip&left_knee - LEFT_KNEE - left_knee&left_ankle,left_hip&left_knee - LEFT_HIP - right_hip&left_hip,left_hip&left_knee - LEFT_HIP - left_shoulder&left_hip,right_shoulder&left_shoulder - RIGHT_SHOULDER - right_shoulder&right_hip,right_shoulder&left_shoulder - LEFT_SHOULDER - left_shoulder&left_hip,right_hip&left_hip - RIGHT_HIP - right_shoulder&right_hip,right_hip&left_hip - LEFT_HIP - left_shoulder&left_hip,Fatigue or not
1,15,1118.5,369.5,167.0,267.0,0.6254682,138.5,106.8,18.8,143.2,110.0,64.4,151.2,60.2,107.4,149.3,121.3,96.9,125.6,45.6,47.2,141.7,0
2,15,1343.5,404.0,181.0,344.0,0.5261628,150.9,78.3,20.2,179.4,126.8,53.4,147.5,32.0,111.0,146.4,146.9,104.1,98.5,73.4,79.0,109.1,0
1,16,1116.5,378.0,171.0,250.0,0.684,142.7,102.4,27.1,138.8,108.4,63.8,145.3,54.5,97.8,142.8,126.2,91.1,129.5,44.6,43.2,142.7,0
2,16,1344.5,406.5,183.0,341.0,0.5366569,152.7,74.7,22.4,179.7,128.9,53.8,147.8,31.3,111.7,147.1,147.6,105.0,97.1,75.1,80.4,107.4,0
1,17,1115.0,382.0,174.0,238.0,0.73109245,145.8,91.3,39.6,141.2,105.0,61.4,150.7,51.9,91.8,146.4,130.2,84.2,130.9,43.5,39.9,145.6,0
2,17,1346.0,408.5,186.0,337.0,0.55192876,152.9,70.4,27.7,178.6,131.2,57.2,144.3,26.5,106.3,143.6,152.2,99.7,98.1,74.0,79.9,108.1,0
1,18,1112.5,388.0,173.0,226.0,0.7654867,145.8,88.5,44.3,151.8,106.0,63.6,152.4,52.1,89.7,146.6,132.0,80.8,132.8,42.3,37.7,147.2,0
2,18,1347.0,410.5,184.0,337.0,0.54599404,139.0,77.1,22.1,173.9,127.8,55.8,138.0,25.4,104.3,136.7,152.2,98.0,99.2,72.0,78.9,109.9,0
1,19,1345.5,411.5,185.0,335.0,0.5522388,140.3,76.4,24.3,174.9,127.5,57.3,137.1,25.9,102.9,136.2,151.4,96.5,100.7,70.2,77.0,112.1,0
2,19,1114.0,391.5,176.0,217.0,0.8110599,144.8,88.6,49.7,168.6,103.5,66.9,153.1,54.1,85.4,144.8,129.2,76.9,138.2,36.6,31.3,153.9,0
1,20,1114.0,396.0,182.0,212.0,0.8584906,157.6,91.0,62.4,173.8,91.3,70.1,167.4,67.7,87.6,159.8,112.5,81.9,153.4,21.1,19.8,165.6,0
2,20,1344.5,413.0,187.0,334.0,0.55988026,137.7,80.1,21.8,177.1,126.6,58.4,133.7,24.9,100.5,132.7,152.1,93.5,101.9,68.2,75.6,114.4,0
1,21,1344.0,415.0,190.0,332.0,0.57228917,139.8,78.2,25.8,177.2,127.9,61.6,132.2,24.3,97.4,131.4,153.2,90.2,104.0,66.4,73.0,116.6,0
2,21,1117.0,402.0,182.0,202.0,0.9009901,153.7,93.6,65.2,161.6,91.1,75.2,166.0,67.1,82.5,155.9,112.7,77.5,158.8,15.9,15.4,169.9,0
1,22,1116.5,403.5,183.0,201.0,0.9104478,159.0,92.4,69.1,166.1,86.7,73.5,168.0,71.1,84.1,159.8,107.9,79.7,161.5,13.2,13.0,172.3,0
2,22,1344.0,414.0,192.0,326.0,0.5889571,139.8,79.0,26.4,178.3,128.1,63.4,129.6,23.5,94.7,129.1,154.4,87.0,105.4,64.8,71.2,118.6,0
1,23,1344.0,415.0,192.0,324.0,0.5925926,142.1,75.8,31.0,177.6,127.6,63.5,128.9,23.6,93.1,129.0,154.5,85.9,106.8,64.1,69.5,119.6,0
2,23,1118.0,406.5,180.0,197.0,0.9137056,160.4,92.9,71.5,168.5,86.6,75.5,165.4,69.5,79.5,157.5,110.9,74.6,164.5,11.1,9.9,174.5,0
1,24,1344.0,415.5,194.0,323.0,0.6006192,144.4,71.0,38.0,176.2,128.8,66.5,127.9,22.7,89.8,128.4,155.9,82.6,109.0,62.4,67.1,121.5,0
2,24,1117.0,407.5,176.0,193.0,0.9119171,154.7,88.9,69.3,164.3,97.1,79.7,154.5,59.0,74.0,144.7,124.5,66.1,158.2,17.3,15.0,169.5,0
